Flow ID,Source IP,Source Port,Destination IP,Destination Port,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Label
192.168.10.1-192.168.10.3-53-62268-17,192.168.10.3,62268,192.168.10.1,53,5/7/2017 10:00,109007,1,1,BENIGN
192.168.10.14-35.185.15.58-51053-80-6,192.168.10.14,51053,35.185.15.58,80,5/7/2017 10:02,65145801,10,10,BENIGN
192.168.10.14-35.185.15.58-51053-80-6,192.168.10.14,51053,35.185.15.58,80,5/7/2017 10:03,60,2,0,BENIGN
192.168.10.1-192.168.10.3-53-60462-17,192.168.10.3,60462,192.168.10.1,53,5/7/2017 9:57,208926,1,1,BENIGN
192.168.10.16-192.229.163.180-36486-443-6,192.168.10.16,36486,192.229.163.180,443,5/7/2017 10:03,5914228,9,6,BENIGN
192.168.10.16-192.229.163.180-36488-443-6,192.168.10.16,36488,192.229.163.180,443,5/7/2017 10:03,5914365,9,5,BENIGN
192.168.10.16-192.229.163.180-36490-443-6,192.168.10.16,36490,192.229.163.180,443,5/7/2017 10:03,5914485,8,5,BENIGN
192.168.10.16-192.229.163.180-36492-443-6,192.168.10.16,36492,192.229.163.180,443,5/7/2017 10:03,5914762,9,6,BENIGN
192.168.10.16-192.229.163.180-36494-443-6,192.168.10.16,36494,192.229.163.180,443,5/7/2017 10:03,5914840,9,6,BENIGN
192.168.10.16-192.229.163.180-36484-443-6,192.168.10.16,36484,192.229.163.180,443,5/7/2017 10:03,5915189,9,5,BENIGN
192.168.10.17-45.79.167.181-123-123-17,192.168.10.17,123,45.79.167.181,123,5/7/2017 10:01,23818,1,1,BENIGN
192.168.10.16-192.229.163.180-36488-443-6,192.229.163.180,443,192.168.10.16,36488,5/7/2017 10:03,1,2,0,BENIGN
192.168.10.16-192.229.163.180-36486-443-6,192.229.163.180,443,192.168.10.16,36486,5/7/2017 10:03,4,2,0,BENIGN
192.168.10.16-192.229.163.180-36490-443-6,192.229.163.180,443,192.168.10.16,36490,5/7/2017 10:03,2,2,0,BENIGN
192.168.10.16-192.229.163.180-36492-443-6,192.229.163.180,443,192.168.10.16,36492,5/7/2017 10:03,1,2,0,BENIGN
192.168.10.16-192.229.163.180-36494-443-6,192.229.163.180,443,192.168.10.16,36494,5/7/2017 10:03,1,2,0,BENIGN
192.168.10.16-192.229.163.180-36484-443-6,192.168.10.16,36484,192.229.163.180,443,5/7/2017 10:03,222,1,2,BENIGN
192.168.10.16-192.229.163.180-36492-443-6,192.168.10.16,36492,192.229.163.180,443,5/7/2017 10:03,44944,2,1,BENIGN
192.168.10.16-192.229.163.180-36488-443-6,192.229.163.180,443,192.168.10.16,36488,5/7/2017 10:03,45504,2,3,BENIGN
192.168.10.16-192.229.163.180-36484-443-6,192.168.10.16,36484,192.229.163.180,443,5/7/2017 10:03,53932,1,1,BENIGN
192.168.10.16-192.229.163.180-36490-443-6,192.168.10.16,36490,192.229.163.180,443,5/7/2017 10:03,54858,2,1,BENIGN
192.168.10.16-69.172.216.55-38472-443-6,192.168.10.16,38472,69.172.216.55,443,5/7/2017 10:03,178328,26,35,BENIGN
192.168.10.16-23.92.189.247-41638-443-6,192.168.10.16,41638,23.92.189.247,443,5/7/2017 10:03,10120722,8,7,BENIGN
192.168.10.1-192.168.10.3-53-60117-17,192.168.10.3,60117,192.168.10.1,53,5/7/2017 10:01,480,1,1,BENIGN
192.168.10.16-23.92.189.247-41638-443-6,192.168.10.16,41638,23.92.189.247,443,5/7/2017 10:03,22299,1,1,BENIGN
192.168.10.8-23.15.4.18-51112-443-6,192.168.10.8,51112,23.15.4.18,443,5/7/2017 10:01,119850007,1142,1510,BENIGN
192.168.10.16-199.96.57.6-48282-443-6,192.168.10.16,48282,199.96.57.6,443,5/7/2017 10:03,10326292,8,8,BENIGN
192.168.10.16-199.96.57.6-48282-443-6,192.168.10.16,48282,199.96.57.6,443,5/7/2017 10:03,16743,2,0,BENIGN
192.168.10.16-69.172.216.55-38478-443-6,192.168.10.16,38478,69.172.216.55,443,5/7/2017 10:03,477518,31,32,BENIGN
192.168.10.16-69.172.216.55-38478-443-6,192.168.10.16,38478,69.172.216.55,443,5/7/2017 10:03,192455,2,0,BENIGN
178.255.83.1-192.168.10.16-80-57048-6,192.168.10.16,57048,178.255.83.1,80,5/7/2017 10:03,3157718,3,3,BENIGN
178.255.83.1-192.168.10.16-80-57048-6,192.168.10.16,57048,178.255.83.1,80,5/7/2017 10:03,97178,2,0,BENIGN
192.168.10.14-35.185.15.58-51052-80-6,192.168.10.14,51052,35.185.15.58,80,5/7/2017 10:02,66183520,10,10,BENIGN
192.168.10.14-35.185.15.58-51052-80-6,192.168.10.14,51052,35.185.15.58,80,5/7/2017 10:03,159,2,0,BENIGN
192.168.10.16-69.172.216.55-38496-443-6,192.168.10.16,38496,69.172.216.55,443,5/7/2017 10:03,400724,8,7,BENIGN
192.168.10.16-69.172.216.55-38496-443-6,192.168.10.16,38496,69.172.216.55,443,5/7/2017 10:03,19916,2,0,BENIGN
192.168.10.16-69.172.216.55-38494-443-6,192.168.10.16,38494,69.172.216.55,443,5/7/2017 10:03,443821,32,34,BENIGN
192.168.10.16-69.172.216.55-38498-443-6,192.168.10.16,38498,69.172.216.55,443,5/7/2017 10:03,487303,8,7,BENIGN
192.168.10.1-192.168.10.3-53-61996-17,192.168.10.3,61996,192.168.10.1,53,5/7/2017 10:01,673336,1,1,BENIGN
192.168.10.16-69.172.216.55-38498-443-6,192.168.10.16,38498,69.172.216.55,443,5/7/2017 10:03,25753,2,0,BENIGN
192.168.10.1-192.168.10.3-53-62178-17,192.168.10.3,62178,192.168.10.1,53,5/7/2017 9:50,23387,1,1,BENIGN
192.168.10.1-192.168.10.3-53-61536-17,192.168.10.3,61536,192.168.10.1,53,5/7/2017 9:59,23616,1,1,BENIGN
192.168.10.16-52.167.223.46-50896-443-6,192.168.10.16,50896,52.167.223.46,443,5/7/2017 10:03,10209703,11,14,BENIGN
192.168.10.1-192.168.10.3-53-62279-17,192.168.10.3,62279,192.168.10.1,53,5/7/2017 9:58,92649,1,1,BENIGN
192.168.10.1-192.168.10.3-53-60652-17,192.168.10.3,60652,192.168.10.1,53,5/7/2017 9:53,458,1,1,BENIGN
192.168.10.16-69.172.216.55-38520-443-6,192.168.10.16,38520,69.172.216.55,443,5/7/2017 10:03,95059,7,6,BENIGN
192.168.10.16-69.172.216.55-38520-443-6,192.168.10.16,38520,69.172.216.55,443,5/7/2017 10:03,26866,2,0,BENIGN
192.168.10.16-52.34.15.135-49458-443-6,192.168.10.16,49458,52.34.15.135,443,5/7/2017 10:03,5212442,9,5,BENIGN
192.168.10.16-204.2.255.232-52348-443-6,192.168.10.16,52348,204.2.255.232,443,5/7/2017 10:03,5212596,9,6,BENIGN
192.168.10.16-64.95.32.55-58120-443-6,192.168.10.16,58120,64.95.32.55,443,5/7/2017 10:03,5212666,8,4,BENIGN
192.168.10.16-204.2.255.232-52348-443-6,204.2.255.232,443,192.168.10.16,52348,5/7/2017 10:03,3,2,0,BENIGN
192.168.10.16-52.34.15.135-49458-443-6,52.34.15.135,443,192.168.10.16,49458,5/7/2017 10:03,3,2,0,BENIGN
192.168.10.16-64.95.32.55-58120-443-6,64.95.32.55,443,192.168.10.16,58120,5/7/2017 10:03,216,2,1,BENIGN
192.168.10.16-199.96.57.6-48284-443-6,192.168.10.16,48284,199.96.57.6,443,5/7/2017 10:03,12087638,9,8,BENIGN
192.168.10.1-192.168.10.3-53-61240-17,192.168.10.3,61240,192.168.10.1,53,5/7/2017 10:00,19407023,3,3,BENIGN
192.168.10.16-50.63.243.230-50950-80-6,192.168.10.16,50950,50.63.243.230,80,5/7/2017 10:03,69340,3,5,BENIGN
192.168.10.16-50.63.243.230-50952-80-6,192.168.10.16,50952,50.63.243.230,80,5/7/2017 10:03,69436,4,5,BENIGN
192.168.10.16-50.63.243.230-50952-80-6,192.168.10.16,50952,50.63.243.230,80,5/7/2017 10:03,16040,2,0,BENIGN
192.168.10.16-50.63.243.230-50950-80-6,192.168.10.16,50950,50.63.243.230,80,5/7/2017 10:03,56823,3,0,BENIGN
173.241.242.143-192.168.10.15-80-50747-6,192.168.10.15,50747,173.241.242.143,80,5/7/2017 10:03,30091168,6,5,BENIGN
173.241.242.143-192.168.10.15-80-50747-6,192.168.10.15,50747,173.241.242.143,80,5/7/2017 10:03,92,2,0,BENIGN
192.168.10.16-69.172.216.111-53732-443-6,192.168.10.16,53732,69.172.216.111,443,5/7/2017 10:03,85357,7,7,BENIGN
192.168.10.1-192.168.10.3-53-61937-17,192.168.10.3,61937,192.168.10.1,53,5/7/2017 10:01,508,1,1,BENIGN
192.168.10.1-192.168.10.3-53-61051-17,192.168.10.3,61051,192.168.10.1,53,5/7/2017 9:59,46521,1,1,BENIGN
192.168.10.16-69.172.216.111-53732-443-6,192.168.10.16,53732,69.172.216.111,443,5/7/2017 10:03,21945,2,0,BENIGN
192.168.10.1-192.168.10.3-53-61833-17,192.168.10.3,61833,192.168.10.1,53,5/7/2017 10:01,23274,1,1,BENIGN
192.168.10.16-204.2.197.201-49202-443-6,192.168.10.16,49202,204.2.197.201,443,5/7/2017 10:03,6119319,11,7,BENIGN
173.241.242.143-192.168.10.16-443-57496-6,192.168.10.16,57496,173.241.242.143,443,5/7/2017 10:03,5470741,9,4,BENIGN
192.168.10.16-23.50.75.27-48432-80-6,192.168.10.16,48432,23.50.75.27,80,5/7/2017 10:03,5744217,3,1,BENIGN
192.168.10.16-23.50.75.27-48430-80-6,192.168.10.16,48430,23.50.75.27,80,5/7/2017 10:03,5744232,3,1,BENIGN
192.168.10.16-50.63.243.230-50826-80-6,192.168.10.16,50826,50.63.243.230,80,5/7/2017 10:03,5745132,3,1,BENIGN
192.168.10.16-50.63.243.230-50828-80-6,192.168.10.16,50828,50.63.243.230,80,5/7/2017 10:03,5745132,3,1,BENIGN
192.168.10.16-192.243.232.58-46736-443-6,192.168.10.16,46736,192.243.232.58,443,5/7/2017 10:03,6092758,9,5,BENIGN
173.241.242.143-192.168.10.16-443-57500-6,192.168.10.16,57500,173.241.242.143,443,5/7/2017 10:03,5471511,9,5,BENIGN
173.241.242.143-192.168.10.16-443-57496-6,173.241.242.143,443,192.168.10.16,57496,5/7/2017 10:03,1,2,0,BENIGN
173.241.242.143-192.168.10.16-443-57500-6,173.241.242.143,443,192.168.10.16,57500,5/7/2017 10:03,1,2,0,BENIGN
192.168.10.16-192.243.232.58-46736-443-6,192.243.232.58,443,192.168.10.16,46736,5/7/2017 10:03,3,2,0,BENIGN
173.241.242.143-192.168.10.16-443-57500-6,192.168.10.16,57500,173.241.242.143,443,5/7/2017 10:03,73333,3,2,BENIGN
192.168.10.1-192.168.10.3-53-60782-17,192.168.10.3,60782,192.168.10.1,53,5/7/2017 9:52,23752,1,1,BENIGN
173.241.242.143-192.168.10.16-443-57500-6,192.168.10.16,57500,173.241.242.143,443,5/7/2017 10:03,240622,1,1,BENIGN
192.168.10.1-192.168.10.3-53-61603-17,192.168.10.3,61603,192.168.10.1,53,5/7/2017 10:00,176616,1,1,BENIGN
192.168.10.1-192.168.10.3-53-62359-17,192.168.10.3,62359,192.168.10.1,53,5/7/2017 10:00,95783,1,1,BENIGN
192.168.10.1-192.168.10.3-53-62136-17,192.168.10.3,62136,192.168.10.1,53,5/7/2017 9:54,61240,1,1,BENIGN
192.168.10.1-192.168.10.3-53-61452-17,192.168.10.3,61452,192.168.10.1,53,5/7/2017 9:57,480,1,1,BENIGN
173.241.242.143-192.168.10.16-443-57500-6,192.168.10.16,57500,173.241.242.143,443,5/7/2017 10:03,480137,1,1,BENIGN
192.168.10.17-199.59.149.243-56579-443-6,192.168.10.17,56579,199.59.149.243,443,5/7/2017 10:03,4157200,5,1,BENIGN
157.240.2.25-192.168.10.17-443-50049-6,192.168.10.17,50049,157.240.2.25,443,5/7/2017 10:03,4157518,5,1,BENIGN
192.168.10.17-199.59.148.12-60661-443-6,192.168.10.17,60661,199.59.148.12,443,5/7/2017 10:03,4157770,5,1,BENIGN
133.237.61.100-192.168.10.16-443-34974-6,192.168.10.16,34974,133.237.61.100,443,5/7/2017 10:02,75741039,22,23,BENIGN
133.237.61.100-192.168.10.16-443-34974-6,192.168.10.16,34974,133.237.61.100,443,5/7/2017 10:03,15,2,0,BENIGN
157.240.2.25-192.168.10.17-443-50049-6,157.240.2.25,443,192.168.10.17,50049,5/7/2017 10:03,4,3,0,BENIGN
192.168.10.17-199.59.149.243-56579-443-6,199.59.149.243,443,192.168.10.17,56579,5/7/2017 10:03,4,3,0,BENIGN
192.168.10.17-199.59.148.12-60661-443-6,199.59.148.12,443,192.168.10.17,60661,5/7/2017 10:03,3,2,0,BENIGN
192.168.10.16-54.236.179.153-39176-443-6,192.168.10.16,39176,54.236.179.153,443,5/7/2017 10:03,5701818,9,5,BENIGN
192.168.10.16-192.243.250.36-55864-443-6,192.168.10.16,55864,192.243.250.36,443,5/7/2017 10:03,5938776,9,5,BENIGN
192.168.10.16-98.139.225.43-47444-443-6,192.168.10.16,47444,98.139.225.43,443,5/7/2017 10:03,5919585,9,6,BENIGN
192.168.10.16-192.243.250.36-55864-443-6,192.243.250.36,443,192.168.10.16,55864,5/7/2017 10:03,155,2,0,BENIGN
192.168.10.16-54.236.179.153-39176-443-6,54.236.179.153,443,192.168.10.16,39176,5/7/2017 10:03,4,2,0,BENIGN
192.168.10.1-192.168.10.3-53-60742-17,192.168.10.3,60742,192.168.10.1,53,5/7/2017 9:54,64885,1,1,BENIGN
192.168.10.1-192.168.10.3-53-61655-17,192.168.10.3,61655,192.168.10.1,53,5/7/2017 9:57,96273,1,1,BENIGN
192.168.10.9-117.27.230.184-15730-443-6,192.168.10.9,15730,117.27.230.184,443,5/7/2017 10:00,119979653,26,32,BENIGN
192.168.10.16-69.172.216.111-53780-443-6,192.168.10.16,53780,69.172.216.111,443,5/7/2017 10:03,108429,6,5,BENIGN
192.168.10.16-69.172.216.111-53780-443-6,192.168.10.16,53780,69.172.216.111,443,5/7/2017 10:03,19894,2,0,BENIGN
192.168.10.16-23.76.193.115-52788-443-6,192.168.10.16,52788,23.76.193.115,443,5/7/2017 10:03,249949,9,11,BENIGN
192.168.10.5-192.168.10.50-50578-22-6,192.168.10.5,50578,192.168.10.50,22,5/7/2017 10:03,1307649,35,42,BENIGN
192.168.10.5-192.168.10.50-50578-22-6,192.168.10.5,50578,192.168.10.50,22,5/7/2017 10:03,140,1,1,BENIGN
192.168.10.16-23.76.193.115-52788-443-6,192.168.10.16,52788,23.76.193.115,443,5/7/2017 10:03,77492,4,0,BENIGN
192.168.10.16-69.172.216.111-53782-443-6,192.168.10.16,53782,69.172.216.111,443,5/7/2017 10:03,206947,8,7,BENIGN
192.168.10.16-69.172.216.111-53782-443-6,192.168.10.16,53782,69.172.216.111,443,5/7/2017 10:03,28418,2,0,BENIGN
192.168.10.16-69.172.216.111-53784-443-6,192.168.10.16,53784,69.172.216.111,443,5/7/2017 10:03,86846,7,6,BENIGN
192.168.10.16-69.172.216.111-53784-443-6,192.168.10.16,53784,69.172.216.111,443,5/7/2017 10:03,33001,2,0,BENIGN
173.241.242.143-192.168.10.16-443-57500-6,192.168.10.16,57500,173.241.242.143,443,5/7/2017 10:03,959411,1,1,BENIGN
192.168.10.5-192.168.10.50-50579-22-6,192.168.10.5,50579,192.168.10.50,22,5/7/2017 10:03,1311871,35,40,BENIGN
192.168.10.5-192.168.10.50-50579-22-6,192.168.10.5,50579,192.168.10.50,22,5/7/2017 10:03,164,1,1,BENIGN
192.168.10.16-104.196.154.29-38200-443-6,192.168.10.16,38200,104.196.154.29,443,5/7/2017 10:03,5673804,10,7,BENIGN
192.168.10.16-35.185.16.249-60350-443-6,192.168.10.16,60350,35.185.16.249,443,5/7/2017 10:03,5674095,11,7,BENIGN
192.168.10.1-192.168.10.3-53-62306-17,192.168.10.3,62306,192.168.10.1,53,5/7/2017 9:54,23455,1,1,BENIGN
192.168.10.9-117.27.230.82-15708-443-6,192.168.10.9,15708,117.27.230.82,443,5/7/2017 10:02,63138319,7,2,BENIGN
192.168.10.9-117.27.230.181-15747-443-6,192.168.10.9,15747,117.27.230.181,443,5/7/2017 10:00,119090054,22,25,BENIGN
192.168.10.9-117.27.230.82-15708-443-6,117.27.230.82,443,192.168.10.9,15708,5/7/2017 10:03,4,2,0,BENIGN
173.241.242.143-192.168.10.16-443-57500-6,192.168.10.16,57500,173.241.242.143,443,5/7/2017 10:03,1919985,1,1,BENIGN
192.168.10.16-68.67.178.243-35604-443-6,192.168.10.16,35604,68.67.178.243,443,5/7/2017 10:03,10101705,7,7,BENIGN
192.168.10.16-68.67.178.243-35604-443-6,192.168.10.16,35604,68.67.178.243,443,5/7/2017 10:03,315,2,0,BENIGN
157.240.2.35-192.168.10.17-443-47891-6,192.168.10.17,47891,157.240.2.35,443,5/7/2017 10:02,62996980,7,2,BENIGN
157.240.2.35-192.168.10.17-443-47891-6,157.240.2.35,443,192.168.10.17,47891,5/7/2017 10:03,4,3,0,BENIGN
192.168.10.16-104.97.141.192-59088-443-6,192.168.10.16,59088,104.97.141.192,443,5/7/2017 10:03,5564033,10,7,BENIGN
173.231.178.116-192.168.10.16-443-35284-6,192.168.10.16,35284,173.231.178.116,443,5/7/2017 10:03,5326764,10,7,BENIGN
192.168.10.16-52.84.26.155-50432-443-6,192.168.10.16,50432,52.84.26.155,443,5/7/2017 10:03,5055174,10,6,BENIGN
192.168.10.16-104.97.141.192-59088-443-6,104.97.141.192,443,192.168.10.16,59088,5/7/2017 10:03,212,2,1,BENIGN
192.168.10.16-23.50.75.27-48140-80-6,192.168.10.16,48140,23.50.75.27,80,5/7/2017 10:02,80083520,15,14,BENIGN
192.168.10.16-50.63.243.230-50954-80-6,192.168.10.16,50954,50.63.243.230,80,5/7/2017 10:03,5791166,3,1,BENIGN
192.168.10.16-104.196.48.127-56086-443-6,192.168.10.16,56086,104.196.48.127,443,5/7/2017 10:03,5188136,10,7,BENIGN
192.168.10.16-23.206.196.110-55898-443-6,192.168.10.16,55898,23.206.196.110,443,5/7/2017 10:03,5677234,10,7,BENIGN
192.168.10.19-199.182.221.110-123-123-17,192.168.10.19,123,199.182.221.110,123,5/7/2017 10:01,72151,1,1,BENIGN
192.168.10.16-23.206.196.110-55898-443-6,23.206.196.110,443,192.168.10.16,55898,5/7/2017 10:03,3,2,0,BENIGN
192.168.10.9-117.27.230.185-15716-443-6,192.168.10.9,15716,117.27.230.185,443,5/7/2017 10:02,63144756,8,3,BENIGN
192.168.10.9-117.27.230.184-15730-443-6,192.168.10.9,15730,117.27.230.184,443,5/7/2017 10:03,4052878,5,1,BENIGN
192.168.10.9-117.27.230.185-15716-443-6,117.27.230.185,443,192.168.10.9,15716,5/7/2017 10:03,215,2,0,BENIGN
192.168.10.9-117.27.230.184-15730-443-6,117.27.230.184,443,192.168.10.9,15730,5/7/2017 10:03,240,2,0,BENIGN
192.168.10.16-23.50.75.27-48586-80-6,192.168.10.16,48586,23.50.75.27,80,5/7/2017 10:03,5507413,3,1,BENIGN
192.168.10.16-104.16.52.4-34804-443-6,192.168.10.16,34804,104.16.52.4,443,5/7/2017 10:03,6020558,7,4,BENIGN
192.168.10.16-104.16.52.4-34806-443-6,192.168.10.16,34806,104.16.52.4,443,5/7/2017 10:03,6019868,7,4,BENIGN
192.168.10.16-198.54.12.127-48180-443-6,192.168.10.16,48180,198.54.12.127,443,5/7/2017 10:03,5684041,9,5,BENIGN
192.168.10.16-54.235.163.54-47920-443-6,192.168.10.16,47920,54.235.163.54,443,5/7/2017 10:03,5427831,9,6,BENIGN
192.168.10.16-23.23.161.7-49258-443-6,192.168.10.16,49258,23.23.161.7,443,5/7/2017 10:03,5382782,9,5,BENIGN
192.168.10.16-104.16.52.4-34806-443-6,104.16.52.4,443,192.168.10.16,34806,5/7/2017 10:03,208,2,0,BENIGN
192.168.10.16-104.16.52.4-34804-443-6,104.16.52.4,443,192.168.10.16,34804,5/7/2017 10:03,241,2,0,BENIGN
192.168.10.19-99.224.25.39-123-123-17,192.168.10.19,123,99.224.25.39,123,5/7/2017 10:01,54542,1,1,BENIGN
192.168.10.16-54.235.163.54-47920-443-6,54.235.163.54,443,192.168.10.16,47920,5/7/2017 10:03,3,2,0,BENIGN
192.168.10.16-23.23.161.7-49258-443-6,23.23.161.7,443,192.168.10.16,49258,5/7/2017 10:03,3,2,0,BENIGN
192.168.10.16-198.54.12.127-48180-443-6,198.54.12.127,443,192.168.10.16,48180,5/7/2017 10:03,3,2,0,BENIGN
192.168.10.9-117.27.230.107-15740-443-6,192.168.10.9,15740,117.27.230.107,443,5/7/2017 10:02,62122372,7,2,BENIGN
192.168.10.1-192.168.10.3-53-61785-17,192.168.10.3,61785,192.168.10.1,53,5/7/2017 10:01,540,1,1,BENIGN
192.168.10.16-34.229.36.70-35654-443-6,192.168.10.16,35654,34.229.36.70,443,5/7/2017 10:03,2164930,11,12,BENIGN
192.168.10.16-34.229.36.70-35654-443-6,192.168.10.16,35654,34.229.36.70,443,5/7/2017 10:03,282,3,0,BENIGN
192.168.10.9-117.27.230.185-15716-443-6,117.27.230.185,443,192.168.10.9,15716,5/7/2017 10:03,844996,2,0,BENIGN
192.168.10.9-117.27.230.107-15740-443-6,117.27.230.107,443,192.168.10.9,15740,5/7/2017 10:03,3,2,0,BENIGN
162.213.33.48-192.168.10.51-443-47591-6,192.168.10.51,47591,162.213.33.48,443,5/7/2017 10:03,16373132,13,11,BENIGN
192.168.10.19-206.108.0.133-123-123-17,192.168.10.19,123,206.108.0.133,123,5/7/2017 10:01,22274,1,1,BENIGN
192.168.10.9-117.27.230.181-15747-443-6,192.168.10.9,15747,117.27.230.181,443,5/7/2017 10:03,4044090,5,1,BENIGN
173.241.242.143-192.168.10.16-443-57500-6,192.168.10.16,57500,173.241.242.143,443,5/7/2017 10:03,3849964,1,1,BENIGN
192.168.10.9-117.27.230.181-15747-443-6,117.27.230.181,443,192.168.10.9,15747,5/7/2017 10:03,4,2,0,BENIGN
172.16.0.1-192.168.10.50-53774-80-6,172.16.0.1,53774,192.168.10.50,80,5/7/2017 9:52,99999863,2,2,DoS slowloris
172.16.0.1-192.168.10.50-53770-80-6,172.16.0.1,53770,192.168.10.50,80,5/7/2017 9:52,99999917,2,2,DoS slowloris
172.16.0.1-192.168.10.50-53780-80-6,172.16.0.1,53780,192.168.10.50,80,5/7/2017 9:52,99999936,2,2,DoS slowloris
172.16.0.1-192.168.10.50-53786-80-6,172.16.0.1,53786,192.168.10.50,80,5/7/2017 9:52,99999909,2,2,DoS slowloris
172.16.0.1-192.168.10.50-53790-80-6,172.16.0.1,53790,192.168.10.50,80,5/7/2017 9:52,99999932,2,2,DoS slowloris
172.16.0.1-192.168.10.50-53794-80-6,172.16.0.1,53794,192.168.10.50,80,5/7/2017 9:52,99999887,2,2,DoS slowloris
172.16.0.1-192.168.10.50-53800-80-6,172.16.0.1,53800,192.168.10.50,80,5/7/2017 9:52,99999967,2,2,DoS slowloris
172.16.0.1-192.168.10.50-53804-80-6,172.16.0.1,53804,192.168.10.50,80,5/7/2017 9:52,99999912,2,2,DoS slowloris
172.16.0.1-192.168.10.50-53812-80-6,172.16.0.1,53812,192.168.10.50,80,5/7/2017 9:52,99999937,2,2,DoS slowloris
172.16.0.1-192.168.10.50-53808-80-6,172.16.0.1,53808,192.168.10.50,80,5/7/2017 9:52,99999891,2,2,DoS slowloris
172.16.0.1-192.168.10.50-53818-80-6,172.16.0.1,53818,192.168.10.50,80,5/7/2017 9:52,99999883,2,2,DoS slowloris
172.16.0.1-192.168.10.50-53822-80-6,172.16.0.1,53822,192.168.10.50,80,5/7/2017 9:52,99999901,2,2,DoS slowloris
172.16.0.1-192.168.10.50-53828-80-6,172.16.0.1,53828,192.168.10.50,80,5/7/2017 9:52,99999895,2,2,DoS slowloris
172.16.0.1-192.168.10.50-53832-80-6,172.16.0.1,53832,192.168.10.50,80,5/7/2017 9:52,99999895,2,2,DoS slowloris
172.16.0.1-192.168.10.50-53836-80-6,172.16.0.1,53836,192.168.10.50,80,5/7/2017 9:52,99999840,2,2,DoS slowloris
162.248.16.26-192.168.10.16-443-36702-6,192.168.10.16,36702,162.248.16.26,443,5/7/2017 10:03,12063807,20,21,BENIGN
162.248.16.26-192.168.10.16-443-36694-6,192.168.10.16,36694,162.248.16.26,443,5/7/2017 10:03,12065803,21,20,BENIGN
162.248.16.26-192.168.10.16-443-36696-6,192.168.10.16,36696,162.248.16.26,443,5/7/2017 10:03,12065881,20,20,BENIGN
162.248.16.26-192.168.10.16-443-36700-6,192.168.10.16,36700,162.248.16.26,443,5/7/2017 10:03,12064358,21,19,BENIGN
162.248.16.26-192.168.10.16-443-36686-6,192.168.10.16,36686,162.248.16.26,443,5/7/2017 10:03,12149763,32,36,BENIGN
162.248.16.26-192.168.10.16-443-36688-6,192.168.10.16,36688,162.248.16.26,443,5/7/2017 10:03,12149867,24,26,BENIGN
128.100.100.128-192.168.10.19-123-123-17,192.168.10.19,123,128.100.100.128,123,5/7/2017 10:01,22455,1,1,BENIGN
162.248.16.26-192.168.10.16-443-36702-6,162.248.16.26,443,192.168.10.16,36702,5/7/2017 10:03,4,2,0,BENIGN
162.248.16.26-192.168.10.16-443-36694-6,162.248.16.26,443,192.168.10.16,36694,5/7/2017 10:03,2,2,0,BENIGN
162.248.16.26-192.168.10.16-443-36700-6,162.248.16.26,443,192.168.10.16,36700,5/7/2017 10:03,1,2,0,BENIGN
162.248.16.26-192.168.10.16-443-36696-6,162.248.16.26,443,192.168.10.16,36696,5/7/2017 10:03,5,2,0,BENIGN
162.248.16.26-192.168.10.16-443-36686-6,162.248.16.26,443,192.168.10.16,36686,5/7/2017 10:03,48,2,0,BENIGN
162.248.16.26-192.168.10.16-443-36688-6,162.248.16.26,443,192.168.10.16,36688,5/7/2017 10:03,686,2,0,BENIGN
192.168.10.1-192.168.10.3-53-60804-17,192.168.10.3,60804,192.168.10.1,53,5/7/2017 10:01,86204552,3,3,BENIGN
173.231.178.116-192.168.10.16-443-35286-6,192.168.10.16,35286,173.231.178.116,443,5/7/2017 10:03,10761464,10,10,BENIGN
173.231.178.116-192.168.10.16-443-35286-6,192.168.10.16,35286,173.231.178.116,443,5/7/2017 10:03,237,2,0,BENIGN
192.168.10.25-104.28.31.20-50384-443-6,192.168.10.25,50384,104.28.31.20,443,5/7/2017 10:03,33641,3,4,BENIGN
192.168.10.25-104.28.31.20-50384-443-6,192.168.10.25,50384,104.28.31.20,443,5/7/2017 10:03,399,3,0,BENIGN
192.168.10.25-104.28.31.20-50385-443-6,192.168.10.25,50385,104.28.31.20,443,5/7/2017 10:03,31645,3,4,BENIGN
192.168.10.25-104.28.31.20-50385-443-6,192.168.10.25,50385,104.28.31.20,443,5/7/2017 10:03,381,3,0,BENIGN
192.168.10.14-74.121.138.148-50994-443-6,192.168.10.14,50994,74.121.138.148,443,5/7/2017 10:01,110310741,12,12,BENIGN
192.168.10.16-192.243.232.58-46738-443-6,192.168.10.16,46738,192.243.232.58,443,5/7/2017 10:03,16114578,12,8,BENIGN
172.217.10.227-192.168.10.8-443-51058-6,192.168.10.8,51058,172.217.10.227,443,5/7/2017 10:01,89730387,16,24,BENIGN
192.168.10.16-192.243.232.58-46738-443-6,192.243.232.58,443,192.168.10.16,46738,5/7/2017 10:03,3,2,0,BENIGN
192.168.10.16-98.139.225.43-47420-443-6,192.168.10.16,47420,98.139.225.43,443,5/7/2017 10:03,16304019,11,10,BENIGN
192.168.10.16-23.50.75.27-48178-80-6,192.168.10.16,48178,23.50.75.27,80,5/7/2017 10:02,85309813,16,15,BENIGN
192.168.10.16-192.243.250.36-55860-443-6,192.168.10.16,55860,192.243.250.36,443,5/7/2017 10:03,15946822,12,8,BENIGN
